Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jul 24, 2024 5:00 AM;Jul 24, 2024 6:00 AM;43,939.50;44,605.75;666.25;33,026.50
Jul 24, 2024 6:00 AM;Jul 24, 2024 7:00 AM;49,547.50;49,626.50;79.00;37,468.50
Jul 24, 2024 7:00 AM;Jul 24, 2024 8:00 AM;54,207.00;54,210.00;3.00;39,716.75
Jul 24, 2024 8:00 AM;Jul 24, 2024 9:00 AM;57,744.00;57,808.50;64.50;38,110.75
Jul 24, 2024 9:00 AM;Jul 24, 2024 10:00 AM;58,972.75;59,365.25;392.50;32,488.75
Jul 24, 2024 10:00 AM;Jul 24, 2024 11:00 AM;59,771.75;61,559.25;1,787.50;27,106.75
Jul 24, 2024 11:00 AM;Jul 24, 2024 12:00 PM;60,542.25;63,660.25;3,118.00;22,442.00
Jul 24, 2024 12:00 PM;Jul 24, 2024 1:00 PM;59,662.75;64,314.00;4,651.25;16,264.50
Jul 24, 2024 1:00 PM;Jul 24, 2024 2:00 PM;57,760.75;63,594.75;5,834.00;11,884.75
Jul 24, 2024 2:00 PM;Jul 24, 2024 3:00 PM;56,166.75;61,887.50;5,720.75;9,126.75
Jul 24, 2024 3:00 PM;Jul 24, 2024 4:00 PM;55,424.25;61,189.50;5,765.25;8,995.75
Jul 24, 2024 4:00 PM;Jul 24, 2024 5:00 PM;54,911.75;60,482.50;5,570.75;12,562.25
Jul 24, 2024 5:00 PM;Jul 24, 2024 6:00 PM;55,166.00;58,495.50;3,329.50;19,366.25
Jul 24, 2024 6:00 PM;Jul 24, 2024 7:00 PM;54,756.00;55,682.75;926.75;29,141.00
Jul 24, 2024 7:00 PM;Jul 24, 2024 8:00 PM;54,574.25;54,664.75;90.50;39,188.25
Jul 24, 2024 8:00 PM;Jul 24, 2024 9:00 PM;53,042.50;53,045.25;2.75;45,095.50
Jul 24, 2024 9:00 PM;Jul 24, 2024 10:00 PM;51,080.25;51,083.25;3.00;45,655.50
Jul 24, 2024 10:00 PM;Jul 24, 2024 11:00 PM;48,999.25;49,021.25;22.00;43,890.50
Jul 24, 2024 11:00 PM;Jul 25, 2024 12:00 AM;45,783.00;45,897.75;114.75;40,714.00
Jul 25, 2024 12:00 AM;Jul 25, 2024 1:00 AM;43,334.50;43,664.25;329.75;38,735.75
Jul 25, 2024 1:00 AM;Jul 25, 2024 2:00 AM;41,599.75;41,922.50;322.75;37,906.25
Jul 25, 2024 2:00 AM;Jul 25, 2024 3:00 AM;40,436.75;40,920.75;484.00;37,292.25
Jul 25, 2024 3:00 AM;Jul 25, 2024 4:00 AM;40,311.25;41,637.75;1,326.50;37,509.00
Jul 25, 2024 4:00 AM;Jul 25, 2024 5:00 AM;40,917.75;41,509.50;591.75;38,227.00
Jul 25, 2024 5:00 AM;Jul 25, 2024 6:00 AM;43,374.50;43,561.25;186.75;40,214.00
Jul 25, 2024 6:00 AM;Jul 25, 2024 7:00 AM;48,967.50;48,984.50;17.00;43,546.00
Jul 25, 2024 7:00 AM;Jul 25, 2024 8:00 AM;53,719.25;53,739.75;20.50;41,886.25
Jul 25, 2024 8:00 AM;Jul 25, 2024 9:00 AM;56,795.75;57,093.50;297.75;35,580.75
Jul 25, 2024 9:00 AM;Jul 25, 2024 10:00 AM;57,086.75;58,601.75;1,515.00;25,845.75
Jul 25, 2024 10:00 AM;Jul 25, 2024 11:00 AM;57,013.00;61,108.75;4,095.75;18,332.50
Jul 25, 2024 11:00 AM;Jul 25, 2024 12:00 PM;57,703.50;63,184.75;5,481.25;14,706.75
Jul 25, 2024 12:00 PM;Jul 25, 2024 1:00 PM;57,394.75;63,185.75;5,791.00;12,092.50
Jul 25, 2024 1:00 PM;Jul 25, 2024 2:00 PM;56,078.25;61,891.50;5,813.25;9,945.00
Jul 25, 2024 2:00 PM;Jul 25, 2024 3:00 PM;55,278.25;60,907.00;5,628.75;11,234.50
Jul 25, 2024 3:00 PM;Jul 25, 2024 4:00 PM;54,678.00;59,301.25;4,623.25;14,851.50
Jul 25, 2024 4:00 PM;Jul 25, 2024 5:00 PM;53,848.25;57,537.25;3,689.00;20,508.00
Jul 25, 2024 5:00 PM;Jul 25, 2024 6:00 PM;54,999.25;55,921.50;922.25;30,400.75
Jul 25, 2024 6:00 PM;Jul 25, 2024 7:00 PM;55,209.50;55,348.00;138.50;39,672.00
Jul 25, 2024 7:00 PM;Jul 25, 2024 8:00 PM;54,614.75;54,623.00;8.25;45,326.50
Jul 25, 2024 8:00 PM;Jul 25, 2024 9:00 PM;53,021.50;53,030.50;9.00;46,862.50
Jul 25, 2024 9:00 PM;Jul 25, 2024 10:00 PM;51,656.00;51,706.75;50.75;46,282.50
Jul 25, 2024 10:00 PM;Jul 25, 2024 11:00 PM;48,748.50;48,762.50;14.00;43,027.00
Jul 25, 2024 11:00 PM;Jul 26, 2024 12:00 AM;45,392.00;45,641.50;249.50;39,109.25
Jul 26, 2024 12:00 AM;Jul 26, 2024 1:00 AM;42,950.00;43,159.00;209.00;34,971.50
Jul 26, 2024 1:00 AM;Jul 26, 2024 2:00 AM;41,237.50;42,057.25;819.75;32,029.75
Jul 26, 2024 2:00 AM;Jul 26, 2024 3:00 AM;40,546.50;42,437.25;1,890.75;31,515.00
Jul 26, 2024 3:00 AM;Jul 26, 2024 4:00 AM;40,504.00;42,681.75;2,177.75;31,562.50
Jul 26, 2024 4:00 AM;Jul 26, 2024 5:00 AM;41,127.75;42,356.50;1,228.75;31,722.50
Jul 26, 2024 5:00 AM;Jul 26, 2024 6:00 AM;43,775.75;44,179.00;403.25;33,462.25
Jul 26, 2024 6:00 AM;Jul 26, 2024 7:00 AM;49,398.75;49,565.75;167.00;36,781.50
Jul 26, 2024 7:00 AM;Jul 26, 2024 8:00 AM;54,579.75;54,693.25;113.50;39,152.25
Jul 26, 2024 8:00 AM;Jul 26, 2024 9:00 AM;57,813.75;57,830.25;16.50;38,504.50
Jul 26, 2024 9:00 AM;Jul 26, 2024 10:00 AM;59,385.50;59,501.50;116.00;35,561.75
Jul 26, 2024 10:00 AM;Jul 26, 2024 11:00 AM;60,465.25;60,706.00;240.75;33,299.00
Jul 26, 2024 11:00 AM;Jul 26, 2024 12:00 PM;60,292.75;61,398.25;1,105.50;31,159.75
Jul 26, 2024 12:00 PM;Jul 26, 2024 1:00 PM;59,099.25;61,953.75;2,854.50;27,907.50
Jul 26, 2024 1:00 PM;Jul 26, 2024 2:00 PM;57,834.00;62,915.25;5,081.25;24,814.50
Jul 26, 2024 2:00 PM;Jul 26, 2024 3:00 PM;56,623.00;62,236.00;5,613.00;22,808.25
Jul 26, 2024 3:00 PM;Jul 26, 2024 4:00 PM;55,821.75;61,508.75;5,687.00;21,592.25
Jul 26, 2024 4:00 PM;Jul 26, 2024 5:00 PM;53,992.25;58,794.75;4,802.50;23,184.75
Jul 26, 2024 5:00 PM;Jul 26, 2024 6:00 PM;54,014.25;55,818.00;1,803.75;29,283.00
Jul 26, 2024 6:00 PM;Jul 26, 2024 7:00 PM;54,296.00;55,059.00;763.00;37,606.00
Jul 26, 2024 7:00 PM;Jul 26, 2024 8:00 PM;52,888.50;52,922.25;33.75;43,720.50
Jul 26, 2024 8:00 PM;Jul 26, 2024 9:00 PM;50,523.00;50,529.00;6.00;46,373.75
Jul 26, 2024 9:00 PM;Jul 26, 2024 10:00 PM;48,852.00;48,852.75;0.75;46,151.00
Jul 26, 2024 10:00 PM;Jul 26, 2024 11:00 PM;46,494.00;46,494.00;0.00;44,059.25
Jul 26, 2024 11:00 PM;Jul 27, 2024 12:00 AM;43,592.75;43,611.00;18.25;41,433.25
Jul 27, 2024 12:00 AM;Jul 27, 2024 1:00 AM;40,208.25;40,222.00;13.75;38,234.75
Jul 27, 2024 1:00 AM;Jul 27, 2024 2:00 AM;38,627.00;38,739.75;112.75;36,634.75
Jul 27, 2024 2:00 AM;Jul 27, 2024 3:00 AM;37,387.50;37,593.00;205.50;35,582.25
Jul 27, 2024 3:00 AM;Jul 27, 2024 4:00 AM;36,828.25;36,976.75;148.50;35,602.00
Jul 27, 2024 4:00 AM;Jul 27, 2024 5:00 AM;36,882.25;36,951.25;69.00;35,926.25
Jul 27, 2024 5:00 AM;Jul 27, 2024 6:00 AM;37,616.75;37,696.50;79.75;36,611.00
Jul 27, 2024 6:00 AM;Jul 27, 2024 7:00 AM;39,095.50;39,140.50;45.00;37,003.75
Jul 27, 2024 7:00 AM;Jul 27, 2024 8:00 AM;41,596.75;41,822.25;225.50;36,085.75
Jul 27, 2024 8:00 AM;Jul 27, 2024 9:00 AM;44,914.25;45,234.00;319.75;34,580.75
Jul 27, 2024 9:00 AM;Jul 27, 2024 10:00 AM;47,648.75;48,980.00;1,331.25;31,462.75
Jul 27, 2024 10:00 AM;Jul 27, 2024 11:00 AM;49,615.75;53,268.50;3,652.75;26,968.25
Jul 27, 2024 11:00 AM;Jul 27, 2024 12:00 PM;50,458.50;55,702.25;5,243.75;23,339.50
Jul 27, 2024 12:00 PM;Jul 27, 2024 1:00 PM;49,160.25;54,227.50;5,067.25;20,246.75
Jul 27, 2024 1:00 PM;Jul 27, 2024 2:00 PM;47,940.00;52,740.50;4,800.50;18,872.00
Jul 27, 2024 2:00 PM;Jul 27, 2024 3:00 PM;46,949.00;51,661.25;4,712.25;20,102.50
Jul 27, 2024 3:00 PM;Jul 27, 2024 4:00 PM;46,808.00;51,028.50;4,220.50;24,346.25
Jul 27, 2024 4:00 PM;Jul 27, 2024 5:00 PM;46,125.50;47,803.75;1,678.25;28,962.25
Jul 27, 2024 5:00 PM;Jul 27, 2024 6:00 PM;46,899.00;47,198.75;299.75;34,573.75
Jul 27, 2024 6:00 PM;Jul 27, 2024 7:00 PM;47,518.50;47,521.75;3.25;39,815.00
Jul 27, 2024 7:00 PM;Jul 27, 2024 8:00 PM;46,322.00;46,324.00;2.00;41,600.50
Jul 27, 2024 8:00 PM;Jul 27, 2024 9:00 PM;44,530.75;44,539.75;9.00;41,371.25
Jul 27, 2024 9:00 PM;Jul 27, 2024 10:00 PM;43,387.75;43,398.25;10.50;40,321.50
Jul 27, 2024 10:00 PM;Jul 27, 2024 11:00 PM;41,634.00;41,641.25;7.25;37,945.50
Jul 27, 2024 11:00 PM;Jul 28, 2024 12:00 AM;39,477.50;39,534.75;57.25;34,773.75
Jul 28, 2024 12:00 AM;Jul 28, 2024 1:00 AM;36,642.75;36,901.50;258.75;31,015.75
Jul 28, 2024 1:00 AM;Jul 28, 2024 2:00 AM;35,451.50;35,686.00;234.50;29,134.25
Jul 28, 2024 2:00 AM;Jul 28, 2024 3:00 AM;34,356.50;34,581.50;225.00;26,869.00
Jul 28, 2024 3:00 AM;Jul 28, 2024 4:00 AM;34,149.50;34,406.50;257.00;25,414.75
Jul 28, 2024 4:00 AM;Jul 28, 2024 5:00 AM;34,471.00;34,792.00;321.00;24,664.25
Jul 28, 2024 5:00 AM;Jul 28, 2024 6:00 AM;34,524.00;34,644.50;120.50;23,584.50
Jul 28, 2024 6:00 AM;Jul 28, 2024 7:00 AM;35,079.00;36,245.75;1,166.75;22,408.00
Jul 28, 2024 7:00 AM;Jul 28, 2024 8:00 AM;37,099.75;38,791.50;1,691.75;22,225.25
Jul 28, 2024 8:00 AM;Jul 28, 2024 9:00 AM;39,922.25;42,027.25;2,105.00;21,643.75
Jul 28, 2024 9:00 AM;Jul 28, 2024 10:00 AM;42,585.00;45,061.50;2,476.50;17,268.25
Jul 28, 2024 10:00 AM;Jul 28, 2024 11:00 AM;44,411.75;48,400.25;3,988.50;10,018.00
Jul 28, 2024 11:00 AM;Jul 28, 2024 12:00 PM;45,352.50;50,401.50;5,049.00;4,920.00
Jul 28, 2024 12:00 PM;Jul 28, 2024 1:00 PM;44,536.25;50,051.25;5,515.00;125.75
Jul 28, 2024 1:00 PM;Jul 28, 2024 2:00 PM;43,006.50;49,013.00;6,006.50;-1,002.50
Jul 28, 2024 2:00 PM;Jul 28, 2024 3:00 PM;41,268.50;47,296.75;6,028.25;-940.50
Jul 28, 2024 3:00 PM;Jul 28, 2024 4:00 PM;40,928.75;46,686.00;5,757.25;-1,577.25
Jul 28, 2024 4:00 PM;Jul 28, 2024 5:00 PM;41,110.00;46,313.75;5,203.75;637.00
Jul 28, 2024 5:00 PM;Jul 28, 2024 6:00 PM;42,409.25;46,470.50;4,061.25;8,100.25
Jul 28, 2024 6:00 PM;Jul 28, 2024 7:00 PM;45,244.75;47,888.75;2,644.00;17,759.75
Jul 28, 2024 7:00 PM;Jul 28, 2024 8:00 PM;45,736.00;46,002.25;266.25;28,597.25
Jul 28, 2024 8:00 PM;Jul 28, 2024 9:00 PM;45,124.25;45,154.50;30.25;35,307.50
Jul 28, 2024 9:00 PM;Jul 28, 2024 10:00 PM;45,324.50;45,333.75;9.25;37,059.50
Jul 28, 2024 10:00 PM;Jul 28, 2024 11:00 PM;44,684.00;44,690.25;6.25;36,033.75
Jul 28, 2024 11:00 PM;Jul 29, 2024 12:00 AM;42,073.00;42,126.25;53.25;32,819.50
Jul 29, 2024 12:00 AM;Jul 29, 2024 1:00 AM;37,835.00;38,138.50;303.50;28,885.25
Jul 29, 2024 1:00 AM;Jul 29, 2024 2:00 AM;36,392.25;36,950.75;558.50;28,156.00
Jul 29, 2024 2:00 AM;Jul 29, 2024 3:00 AM;35,550.50;35,977.75;427.25;27,945.00
Jul 29, 2024 3:00 AM;Jul 29, 2024 4:00 AM;35,516.50;36,142.00;625.50;28,303.50
Jul 29, 2024 4:00 AM;Jul 29, 2024 5:00 AM;36,819.00;37,275.75;456.75;29,809.75
Jul 29, 2024 5:00 AM;Jul 29, 2024 6:00 AM;39,562.50;39,843.25;280.75;32,427.50
Jul 29, 2024 6:00 AM;Jul 29, 2024 7:00 AM;45,270.50;45,311.50;41.00;36,636.50
Jul 29, 2024 7:00 AM;Jul 29, 2024 8:00 AM;51,005.25;51,058.25;53.00;37,144.75
Jul 29, 2024 8:00 AM;Jul 29, 2024 9:00 AM;54,008.50;54,065.50;57.00;31,612.00
Jul 29, 2024 9:00 AM;Jul 29, 2024 10:00 AM;54,014.50;55,445.25;1,430.75;21,767.75
Jul 29, 2024 10:00 AM;Jul 29, 2024 11:00 AM;54,018.75;57,625.75;3,607.00;13,283.75
Jul 29, 2024 11:00 AM;Jul 29, 2024 12:00 PM;53,858.00;59,538.25;5,680.25;8,209.50
Jul 29, 2024 12:00 PM;Jul 29, 2024 1:00 PM;53,454.25;59,330.50;5,876.25;4,225.00
Jul 29, 2024 1:00 PM;Jul 29, 2024 2:00 PM;53,087.50;58,923.50;5,836.00;3,211.00
Jul 29, 2024 2:00 PM;Jul 29, 2024 3:00 PM;51,723.50;57,376.75;5,653.25;3,351.00
Jul 29, 2024 3:00 PM;Jul 29, 2024 4:00 PM;51,065.00;56,289.00;5,224.00;6,844.25
Jul 29, 2024 4:00 PM;Jul 29, 2024 5:00 PM;50,858.50;55,470.00;4,611.50;12,895.75
Jul 29, 2024 5:00 PM;Jul 29, 2024 6:00 PM;51,437.25;54,037.25;2,600.00;22,735.00
Jul 29, 2024 6:00 PM;Jul 29, 2024 7:00 PM;51,879.75;52,492.50;612.75;34,506.00
Jul 29, 2024 7:00 PM;Jul 29, 2024 8:00 PM;52,031.75;52,067.25;35.50;44,121.50
Jul 29, 2024 8:00 PM;Jul 29, 2024 9:00 PM;50,869.25;50,879.25;10.00;47,228.50
Jul 29, 2024 9:00 PM;Jul 29, 2024 10:00 PM;49,281.75;49,292.00;10.25;46,184.25
Jul 29, 2024 10:00 PM;Jul 29, 2024 11:00 PM;46,278.50;46,291.25;12.75;42,145.75
Jul 29, 2024 11:00 PM;Jul 30, 2024 12:00 AM;42,500.75;42,516.75;16.00;37,349.00
Jul 30, 2024 12:00 AM;Jul 30, 2024 1:00 AM;40,137.75;40,259.50;121.75;34,705.25
Jul 30, 2024 1:00 AM;Jul 30, 2024 2:00 AM;38,728.50;39,291.00;562.50;33,156.50
Jul 30, 2024 2:00 AM;Jul 30, 2024 3:00 AM;37,977.25;39,364.25;1,387.00;32,807.75
Jul 30, 2024 3:00 AM;Jul 30, 2024 4:00 AM;37,554.25;38,212.25;658.00;33,137.50
Jul 30, 2024 4:00 AM;Jul 30, 2024 5:00 AM;38,138.00;38,173.00;35.00;34,110.25
Jul 30, 2024 5:00 AM;Jul 30, 2024 6:00 AM;40,839.50;40,868.25;28.75;36,816.50
Jul 30, 2024 6:00 AM;Jul 30, 2024 7:00 AM;46,326.00;46,336.25;10.25;40,267.75
Jul 30, 2024 7:00 AM;Jul 30, 2024 8:00 AM;51,561.50;51,630.50;69.00;39,668.75
Jul 30, 2024 8:00 AM;Jul 30, 2024 9:00 AM;54,690.50;54,826.00;135.50;34,513.75
Jul 30, 2024 9:00 AM;Jul 30, 2024 10:00 AM;55,608.25;57,049.00;1,440.75;26,147.00
Jul 30, 2024 10:00 AM;Jul 30, 2024 11:00 AM;55,831.75;59,486.75;3,655.00;18,088.00
Jul 30, 2024 11:00 AM;Jul 30, 2024 12:00 PM;56,366.00;61,747.50;5,381.50;12,554.75
Jul 30, 2024 12:00 PM;Jul 30, 2024 1:00 PM;55,440.00;60,258.25;4,818.25;8,815.50
Jul 30, 2024 1:00 PM;Jul 30, 2024 2:00 PM;54,468.00;59,245.50;4,777.50;7,758.25
Jul 30, 2024 2:00 PM;Jul 30, 2024 3:00 PM;53,431.75;58,902.25;5,470.50;8,686.00
Jul 30, 2024 3:00 PM;Jul 30, 2024 4:00 PM;52,945.00;58,039.00;5,094.00;12,235.50
Jul 30, 2024 4:00 PM;Jul 30, 2024 5:00 PM;52,337.50;56,134.25;3,796.75;18,152.50
Jul 30, 2024 5:00 PM;Jul 30, 2024 6:00 PM;53,119.00;54,972.25;1,853.25;27,767.00
Jul 30, 2024 6:00 PM;Jul 30, 2024 7:00 PM;53,571.25;54,180.50;609.25;38,504.25
Jul 30, 2024 7:00 PM;Jul 30, 2024 8:00 PM;53,347.50;53,355.50;8.00;46,709.75
Jul 30, 2024 8:00 PM;Jul 30, 2024 9:00 PM;51,896.25;51,902.25;6.00;49,362.75
Jul 30, 2024 9:00 PM;Jul 30, 2024 10:00 PM;50,224.50;50,231.00;6.50;48,373.00
Jul 30, 2024 10:00 PM;Jul 30, 2024 11:00 PM;47,750.00;47,756.25;6.25;45,396.50
Jul 30, 2024 11:00 PM;Jul 31, 2024 12:00 AM;44,431.75;44,470.00;38.25;41,517.25
Jul 31, 2024 12:00 AM;Jul 31, 2024 1:00 AM;41,326.75;41,353.75;27.00;38,417.75
Jul 31, 2024 1:00 AM;Jul 31, 2024 2:00 AM;39,644.75;39,958.25;313.50;36,830.00
Jul 31, 2024 2:00 AM;Jul 31, 2024 3:00 AM;38,689.50;39,460.00;770.50;36,217.75
Jul 31, 2024 3:00 AM;Jul 31, 2024 4:00 AM;38,138.25;38,455.00;316.75;36,239.75
Jul 31, 2024 4:00 AM;Jul 31, 2024 5:00 AM;38,810.50;38,859.25;48.75;37,415.00
Jul 31, 2024 5:00 AM;Jul 31, 2024 6:00 AM;42,231.50;42,254.25;22.75;41,036.50
Jul 31, 2024 6:00 AM;Jul 31, 2024 7:00 AM;47,881.50;47,896.25;14.75;44,601.75
Jul 31, 2024 7:00 AM;Jul 31, 2024 8:00 AM;53,184.50;53,198.00;13.50;44,046.25
Jul 31, 2024 8:00 AM;Jul 31, 2024 9:00 AM;56,130.75;56,270.25;139.50;38,241.75
Jul 31, 2024 9:00 AM;Jul 31, 2024 10:00 AM;57,160.75;58,410.25;1,249.50;29,667.75
Jul 31, 2024 10:00 AM;Jul 31, 2024 11:00 AM;57,939.75;60,783.50;2,843.75;23,316.50
Jul 31, 2024 11:00 AM;Jul 31, 2024 12:00 PM;59,429.50;63,917.25;4,487.75;20,882.25
Jul 31, 2024 12:00 PM;Jul 31, 2024 1:00 PM;59,285.50;64,423.50;5,138.00;18,821.75
Jul 31, 2024 1:00 PM;Jul 31, 2024 2:00 PM;57,750.75;62,867.75;5,117.00;17,697.75
Jul 31, 2024 2:00 PM;Jul 31, 2024 3:00 PM;56,234.25;60,807.25;4,573.00;18,155.50
Jul 31, 2024 3:00 PM;Jul 31, 2024 4:00 PM;55,396.00;59,942.25;4,546.25;21,540.50
Jul 31, 2024 4:00 PM;Jul 31, 2024 5:00 PM;54,746.75;58,143.00;3,396.25;27,243.00
Jul 31, 2024 5:00 PM;Jul 31, 2024 6:00 PM;55,017.75;55,802.00;784.25;33,808.75
Jul 31, 2024 6:00 PM;Jul 31, 2024 7:00 PM;54,911.75;55,134.25;222.50;40,210.75
Jul 31, 2024 7:00 PM;Jul 31, 2024 8:00 PM;54,705.75;54,716.25;10.50;45,559.50
Jul 31, 2024 8:00 PM;Jul 31, 2024 9:00 PM;52,854.75;52,863.50;8.75;46,675.75
Jul 31, 2024 9:00 PM;Jul 31, 2024 10:00 PM;51,067.00;51,075.25;8.25;45,591.75
Jul 31, 2024 10:00 PM;Jul 31, 2024 11:00 PM;48,091.25;48,101.75;10.50;43,050.50
Jul 31, 2024 11:00 PM;Aug 1, 2024 12:00 AM;44,815.50;44,849.50;34.00;39,455.50
Aug 1, 2024 12:00 AM;Aug 1, 2024 1:00 AM;44,247.75;44,303.50;55.75;38,758.00
Aug 1, 2024 1:00 AM;Aug 1, 2024 2:00 AM;42,449.75;42,677.50;227.75;37,292.25
Aug 1, 2024 2:00 AM;Aug 1, 2024 3:00 AM;41,238.75;41,944.75;706.00;36,701.00
Aug 1, 2024 3:00 AM;Aug 1, 2024 4:00 AM;41,059.75;41,906.00;846.25;36,991.00
Aug 1, 2024 4:00 AM;Aug 1, 2024 5:00 AM;41,754.50;42,077.75;323.25;38,157.25
Aug 1, 2024 5:00 AM;Aug 1, 2024 6:00 AM;44,452.50;44,593.25;140.75;40,785.50
Aug 1, 2024 6:00 AM;Aug 1, 2024 7:00 AM;50,009.00;50,046.50;37.50;44,792.75
Aug 1, 2024 7:00 AM;Aug 1, 2024 8:00 AM;55,335.00;55,437.00;102.00;45,475.50
Aug 1, 2024 8:00 AM;Aug 1, 2024 9:00 AM;58,745.75;58,780.00;34.25;41,997.25
Aug 1, 2024 9:00 AM;Aug 1, 2024 10:00 AM;60,659.00;61,060.25;401.25;35,992.75
Aug 1, 2024 10:00 AM;Aug 1, 2024 11:00 AM;61,800.25;64,395.00;2,594.75;30,721.25
Aug 1, 2024 11:00 AM;Aug 1, 2024 12:00 PM;63,135.25;66,809.25;3,674.00;29,087.00
Aug 1, 2024 12:00 PM;Aug 1, 2024 1:00 PM;62,350.75;65,762.00;3,411.25;29,086.75
Aug 1, 2024 1:00 PM;Aug 1, 2024 2:00 PM;61,580.50;65,858.25;4,277.75;30,583.00
Aug 1, 2024 2:00 PM;Aug 1, 2024 3:00 PM;59,936.00;63,784.00;3,848.00;30,535.50
Aug 1, 2024 3:00 PM;Aug 1, 2024 4:00 PM;59,070.50;63,048.50;3,978.00;32,530.25
Aug 1, 2024 4:00 PM;Aug 1, 2024 5:00 PM;57,876.00;60,176.50;2,300.50;35,452.25
Aug 1, 2024 5:00 PM;Aug 1, 2024 6:00 PM;57,956.25;58,177.00;220.75;40,311.00
Aug 1, 2024 6:00 PM;Aug 1, 2024 7:00 PM;58,007.25;58,160.50;153.25;44,469.25
Aug 1, 2024 7:00 PM;Aug 1, 2024 8:00 PM;56,626.25;56,631.50;5.25;46,241.00
Aug 1, 2024 8:00 PM;Aug 1, 2024 9:00 PM;54,267.50;54,270.75;3.25;46,440.00
Aug 1, 2024 9:00 PM;Aug 1, 2024 10:00 PM;52,602.25;52,608.25;6.00;45,286.00
Aug 1, 2024 10:00 PM;Aug 1, 2024 11:00 PM;49,703.50;49,709.25;5.75;42,574.75
Aug 1, 2024 11:00 PM;Aug 2, 2024 12:00 AM;46,289.50;46,317.25;27.75;39,593.00
Aug 2, 2024 12:00 AM;Aug 2, 2024 1:00 AM;43,758.25;43,776.50;18.25;38,049.25
Aug 2, 2024 1:00 AM;Aug 2, 2024 2:00 AM;42,127.25;42,240.50;113.25;36,747.25
Aug 2, 2024 2:00 AM;Aug 2, 2024 3:00 AM;41,673.25;42,358.75;685.50;36,596.00
Aug 2, 2024 3:00 AM;Aug 2, 2024 4:00 AM;41,281.50;42,689.50;1,408.00;36,528.00
Aug 2, 2024 4:00 AM;Aug 2, 2024 5:00 AM;41,738.75;42,157.50;418.75;37,102.50
Aug 2, 2024 5:00 AM;Aug 2, 2024 6:00 AM;44,474.25;44,556.00;81.75;39,364.75
Aug 2, 2024 6:00 AM;Aug 2, 2024 7:00 AM;49,862.75;49,892.75;30.00;43,451.50
Aug 2, 2024 7:00 AM;Aug 2, 2024 8:00 AM;54,380.75;54,387.75;7.00;45,564.00
Aug 2, 2024 8:00 AM;Aug 2, 2024 9:00 AM;57,552.25;57,560.25;8.00;45,234.25
Aug 2, 2024 9:00 AM;Aug 2, 2024 10:00 AM;58,240.75;58,268.25;27.50;41,510.50
Aug 2, 2024 10:00 AM;Aug 2, 2024 11:00 AM;59,063.00;59,345.50;282.50;37,528.75
Aug 2, 2024 11:00 AM;Aug 2, 2024 12:00 PM;59,645.25;61,995.50;2,350.25;33,117.50
Aug 2, 2024 12:00 PM;Aug 2, 2024 1:00 PM;59,030.00;62,299.75;3,269.75;29,661.50
Aug 2, 2024 1:00 PM;Aug 2, 2024 2:00 PM;56,457.25;60,634.00;4,176.75;25,464.75
Aug 2, 2024 2:00 PM;Aug 2, 2024 3:00 PM;54,607.75;60,313.50;5,705.75;23,274.75
Aug 2, 2024 3:00 PM;Aug 2, 2024 4:00 PM;54,243.00;59,899.75;5,656.75;24,247.00
Aug 2, 2024 4:00 PM;Aug 2, 2024 5:00 PM;53,481.50;58,275.25;4,793.75;27,002.50
Aug 2, 2024 5:00 PM;Aug 2, 2024 6:00 PM;53,521.25;54,561.75;1,040.50;32,358.75
Aug 2, 2024 6:00 PM;Aug 2, 2024 7:00 PM;53,867.00;54,425.75;558.75;40,275.00
Aug 2, 2024 7:00 PM;Aug 2, 2024 8:00 PM;52,746.75;53,139.75;393.00;46,696.50
Aug 2, 2024 8:00 PM;Aug 2, 2024 9:00 PM;50,874.75;50,879.50;4.75;48,706.75
Aug 2, 2024 9:00 PM;Aug 2, 2024 10:00 PM;49,210.25;49,224.50;14.25;47,681.50
Aug 2, 2024 10:00 PM;Aug 2, 2024 11:00 PM;46,752.50;46,765.50;13.00;45,232.25
Aug 2, 2024 11:00 PM;Aug 3, 2024 12:00 AM;43,757.75;43,780.75;23.00;42,209.75
Aug 3, 2024 12:00 AM;Aug 3, 2024 1:00 AM;41,178.25;41,495.50;317.25;39,516.75
Aug 3, 2024 1:00 AM;Aug 3, 2024 2:00 AM;39,589.00;39,887.25;298.25;37,867.00
Aug 3, 2024 2:00 AM;Aug 3, 2024 3:00 AM;38,628.50;38,902.25;273.75;36,801.75
Aug 3, 2024 3:00 AM;Aug 3, 2024 4:00 AM;37,980.50;38,158.00;177.50;35,852.50
Aug 3, 2024 4:00 AM;Aug 3, 2024 5:00 AM;38,032.00;38,285.00;253.00;35,746.00
Aug 3, 2024 5:00 AM;Aug 3, 2024 6:00 AM;38,332.50;38,482.25;149.75;35,811.00
Aug 3, 2024 6:00 AM;Aug 3, 2024 7:00 AM;39,312.50;39,417.00;104.50;35,376.00
Aug 3, 2024 7:00 AM;Aug 3, 2024 8:00 AM;41,080.75;41,147.25;66.50;32,535.50
Aug 3, 2024 8:00 AM;Aug 3, 2024 9:00 AM;44,155.25;44,768.50;613.25;28,391.75
Aug 3, 2024 9:00 AM;Aug 3, 2024 10:00 AM;47,202.00;49,320.50;2,118.50;22,881.50
